Country,Year,Month,Day_Length,Sunrise,Sunset,Day_Length_Seconds
Guam,2022,3,11:54:25,8:36:11 PM,8:30:36 AM,42865
Guam,2022,4,12:17:42,8:16:08 PM,8:33:50 AM,44262
Guam,2022,5,12:38:54,7:58:42 PM,8:37:36 AM,45534
Guam,2022,6,12:54:19,7:51:38 PM,8:45:57 AM,46459
Guam,2022,7,12:56:49,7:56:24 PM,8:53:13 AM,46609
Guam,2022,8,12:45:20,8:04:43 PM,8:50:03 AM,45920
Guam,2022,9,12:25:12,8:08:32 PM,8:33:44 AM,44712
Guam,2022,10,12:03:02,8:09:16 PM,8:12:18 AM,43382
Guam,2022,11,11:41:11,8:14:00 PM,7:55:11 AM,42071
Guam,2022,12,11:25:52,8:26:56 PM,7:52:48 AM,41152
Guatemala,2022,1,11:19:14,12:26:11 PM,11:45:25 PM,40754
Guatemala,2022,2,11:33:07,12:29:09 PM,12:02:16 AM,41587
Guatemala,2022,3,11:53:42,12:17:32 PM,12:11:14 AM,42822
Guatemala,2022,4,12:19:03,11:56:23 AM,12:15:26 AM,44343
Guatemala,2022,5,12:42:01,11:38:11 AM,12:20:12 AM,45721
Guatemala,2022,6,12:58:31,11:30:45 AM,12:29:16 AM,46711
Guatemala,2022,7,13:00:55,11:35:36 AM,12:36:31 AM,46855
Guatemala,2022,8,12:48:09,11:44:23 AM,12:32:32 AM,46089
Guatemala,2022,9,12:26:09,11:48:58 AM,12:15:07 AM,44769
Guatemala,2022,10,12:02:02,11:50:41 AM,11:52:43 PM,43322
Guatemala,2022,11,11:38:17,11:56:33 AM,11:34:50 PM,41897
Guatemala,2022,12,11:21:49,12:10:19 PM,11:32:08 PM,40909
Guinea,2022,1,11:36:58,7:09:41 AM,6:46:39 PM,41818
Guinea,2022,2,11:45:43,7:15:17 AM,7:01:00 PM,42343
Guinea,2022,3,11:58:53,7:07:27 AM,7:06:20 PM,43133
Guinea,2022,4,12:15:15,6:50:49 AM,7:06:04 PM,44115
Guinea,2022,5,12:30:12,6:36:35 AM,7:06:47 PM,45012
Guinea,2022,6,12:41:01,6:31:56 AM,7:12:57 PM,45661
Guinea,2022,7,12:42:40,6:37:09 AM,7:19:49 PM,45760
Guinea,2022,8,12:34:24,6:43:44 AM,7:18:08 PM,45264
Guinea,2022,9,12:20:05,6:44:32 AM,7:04:37 PM,44405
Guinea,2022,10,12:04:28,6:42:00 AM,6:46:28 PM,43468
Guinea,2022,11,11:49:12,6:43:34 AM,6:32:46 PM,42552
Guinea,2022,12,11:38:39,6:54:17 AM,6:32:56 PM,41919
Guinea-Bissau,2022,1,11:28:58,7:21:29 AM,6:50:27 PM,41338
Guinea-Bissau,2022,2,11:39:58,7:25:58 AM,7:05:56 PM,41998
Guinea-Bissau,2022,3,11:56:29,7:16:27 AM,7:12:56 PM,42989
Guinea-Bissau,2022,4,12:16:53,6:57:48 AM,7:14:41 PM,44213
Guinea-Bissau,2022,5,12:35:26,6:41:46 AM,7:17:12 PM,45326
Guinea-Bissau,2022,6,12:48:51,6:35:49 AM,7:24:40 PM,46131
Guinea-Bissau,2022,7,12:50:52,6:40:51 AM,7:31:43 PM,46252
Guinea-Bissau,2022,8,12:40:38,6:48:25 AM,7:29:03 PM,45638
Guinea-Bissau,2022,9,12:22:53,6:50:56 AM,7:13:49 PM,44573
Guinea-Bissau,2022,10,12:03:26,6:50:19 AM,6:53:45 PM,43406
Guinea-Bissau,2022,11,11:44:22,6:53:47 AM,6:38:09 PM,42262
Guinea-Bissau,2022,12,11:31:06,7:05:52 AM,6:36:58 PM,41466
Guyana,2022,1,11:46:29,10:03:01 AM,9:49:30 PM,42389
Guyana,2022,2,11:52:36,10:09:54 AM,10:02:30 PM,42756
Guyana,2022,3,12:01:50,10:03:59 AM,10:05:49 PM,43310
Guyana,2022,4,12:13:24,9:49:44 AM,10:03:08 PM,44004
Guyana,2022,5,12:24:02,9:37:41 AM,10:01:43 PM,44642
Guyana,2022,6,12:31:47,9:34:36 AM,10:06:23 PM,45107
Guyana,2022,7,12:32:55,9:40:05 AM,10:13:00 PM,45175
Guyana,2022,8,12:26:57,9:45:29 AM,10:12:26 PM,44817
Guyana,2022,9,12:16:44,9:44:12 AM,10:00:56 PM,44204
Guyana,2022,10,12:05:40,9:39:23 AM,9:45:03 PM,43540
Guyana,2022,11,11:54:57,9:38:43 AM,9:33:40 PM,42897
Guyana,2022,12,11:47:38,9:47:52 AM,9:35:30 PM,42458
Haiti,2022,1,11:04:53,11:20:33 AM,10:25:26 PM,39893
Haiti,2022,2,11:22:48,11:21:31 AM,10:44:19 PM,40968
Haiti,2022,3,11:49:23,11:06:55 AM,10:56:18 PM,42563
Haiti,2022,4,12:22:01,10:42:08 AM,11:04:09 PM,44521
Haiti,2022,5,12:51:32,10:20:39 AM,11:12:11 PM,46292
Haiti,2022,6,13:12:46,10:10:50 AM,11:23:36 PM,47566
Haiti,2022,7,13:15:52,10:15:20 AM,11:31:12 PM,47752
Haiti,2022,8,12:59:31,10:25:55 AM,11:25:26 PM,46771
Haiti,2022,9,12:31:16,10:33:39 AM,11:04:55 PM,45076
Haiti,2022,10,12:00:15,10:38:48 AM,10:39:03 PM,43215
Haiti,2022,11,11:29:37,10:48:06 AM,10:17:43 PM,41377
Haiti,2022,12,11:08:14,11:04:18 AM,10:12:32 PM,40094
Holy_See,2022,1,09:14:56,6:36:16 AM,3:51:12 PM,33296
Holy_See,2022,2,10:05:14,6:21:07 AM,4:26:21 PM,36314
Holy_See,2022,3,11:17:46,5:43:37 AM,5:01:23 PM,40666
Holy_See,2022,4,12:45:15,4:51:26 AM,5:36:41 PM,45915
Holy_See,2022,5,14:05:08,4:04:43 AM,6:09:51 PM,50708
Holy_See,2022,6,15:04:33,3:35:45 AM,6:40:18 PM,54273
Holy_See,2022,7,15:13:52,3:37:08 AM,6:51:00 PM,54832
Holy_See,2022,8,14:28:12,4:02:26 AM,6:30:38 PM,52092
Holy_See,2022,9,13:11:24,4:34:30 AM,5:45:54 PM,47484
Holy_See,2022,10,11:48:16,5:05:43 AM,4:53:59 PM,42496
Holy_See,2022,11,10:25:11,5:41:10 AM,4:06:21 PM,37511
Holy_See,2022,12,09:25:04,6:16:39 AM,3:41:43 PM,33904
Honduras,2022,1,11:21:08,12:11:56 PM,11:33:04 PM,40868
Honduras,2022,2,11:34:27,12:15:11 PM,11:49:38 PM,41667
Honduras,2022,3,11:54:15,12:03:58 PM,11:58:13 PM,42855
Honduras,2022,4,12:18:38,11:43:18 AM,12:01:56 AM,44318
Honduras,2022,5,12:40:45,11:25:31 AM,12:06:16 AM,45645
Honduras,2022,6,12:56:39,11:18:23 AM,12:15:02 AM,46599
Honduras,2022,7,12:58:57,11:23:17 AM,12:22:14 AM,46737
Honduras,2022,8,12:46:41,11:31:49 AM,12:18:30 AM,46001
Honduras,2022,9,12:25:30,11:36:00 AM,12:01:30 AM,44730
Honduras,2022,10,12:02:17,11:37:16 AM,11:39:33 PM,43337
Honduras,2022,11,11:39:28,11:42:40 AM,11:22:08 PM,41968
Honduras,2022,12,11:23:37,11:56:07 AM,11:19:44 PM,41017
Hungary,2022,1,08:35:21,6:29:42 AM,3:05:03 PM,30921
Hungary,2022,2,09:38:08,6:08:19 AM,3:46:27 PM,34688
Hungary,2022,3,11:07:10,5:22:35 AM,4:29:45 PM,40030
Hungary,2022,4,12:53:39,4:20:53 AM,5:14:32 PM,46419
Hungary,2022,5,14:31:35,3:25:09 AM,5:56:44 PM,52295
Hungary,2022,6,15:45:59,2:48:41 AM,6:34:40 PM,56759
Hungary,2022,7,15:57:52,2:48:47 AM,6:46:39 PM,57472
Hungary,2022,8,15:00:21,3:20:01 AM,6:20:22 PM,54021
Hungary,2022,9,13:25:40,4:01:02 AM,5:26:42 PM,48340
Hungary,2022,10,11:44:27,4:41:17 AM,4:25:44 PM,42267
Hungary,2022,11,10:02:54,5:25:58 AM,3:28:52 PM,36174
Hungary,2022,12,08:48:09,6:08:45 AM,2:56:54 PM,31689
Iceland,2022,1,04:34:12,11:14:04 AM,3:48:16 PM,16452
Iceland,2022,2,07:13:49,10:04:14 AM,5:18:03 PM,26029
Iceland,2022,3,10:15:41,8:32:02 AM,6:47:43 PM,36941
Iceland,2022,4,13:38:12,6:42:19 AM,8:20:31 PM,49092
Iceland,2022,5,16:57:52,4:55:44 AM,9:53:36 PM,61072
Iceland,2022,6,20:17:48,3:16:32 AM,11:34:20 PM,73068
Iceland,2022,7,21:03:20,2:59:49 AM,12:03:09 AM,75800
Iceland,2022,8,18:04:03,4:31:54 AM,10:35:57 PM,65043
Iceland,2022,9,14:38:58,6:08:05 AM,8:47:03 PM,52738
Iceland,2022,10,11:25:24,7:34:31 AM,6:59:55 PM,41124
Iceland,2022,11,08:05:46,9:08:16 AM,5:14:02 PM,29146
Iceland,2022,12,05:10:20,10:41:27 AM,3:51:47 PM,18620
India,2022,1,10:23:53,1:42:39 AM,12:06:32 PM,37433
India,2022,2,10:53:17,1:38:01 AM,12:31:18 PM,39197
India,2022,3,11:36:50,1:15:04 AM,12:51:54 PM,41810
India,2022,4,12:30:05,12:40:01 AM,1:10:06 PM,45005
India,2022,5,13:18:21,12:09:05 AM,1:27:26 PM,47901
India,2022,6,13:53:30,11:52:12 PM,1:45:42 PM,50010
India,2022,7,13:59:05,11:55:26 PM,1:54:31 PM,50345
India,2022,8,13:32:32,12:11:14 AM,1:43:46 PM,48752
India,2022,9,12:46:33,12:27:56 AM,1:14:29 PM,45993
India,2022,10,11:55:59,12:42:52 AM,12:38:51 PM,42959
India,2022,11,11:05:42,1:01:52 AM,12:07:34 PM,39942
India,2022,12,10:30:00,1:25:04 AM,11:55:04 AM,37800
Indonesia,2022,1,12:30:52,10:40:37 PM,11:11:29 AM,45052
Indonesia,2022,2,12:24:39,10:53:49 PM,11:18:28 AM,44679
Indonesia,2022,3,12:15:36,10:57:12 PM,11:12:48 AM,44136
Indonesia,2022,4,12:04:56,10:54:07 PM,10:59:03 AM,43496
Indonesia,2022,5,11:55:43,10:51:54 PM,10:47:37 AM,42943
Indonesia,2022,6,11:49:18,10:55:47 PM,10:45:05 AM,42558
Indonesia,2022,7,11:48:18,11:02:19 PM,10:50:37 AM,42498
Indonesia,2022,8,11:53:02,11:02:29 PM,10:55:31 AM,42782
Indonesia,2022,9,12:01:40,10:51:54 PM,10:53:34 AM,43300
Indonesia,2022,10,12:11:38,10:36:34 PM,10:48:12 AM,43898
Indonesia,2022,11,12:22:00,10:25:13 PM,10:47:13 AM,44520
Indonesia,2022,12,12:29:32,10:26:46 PM,10:56:18 AM,44972
Iran_(Islamic_Republic_of),2022,1,09:50:24,3:42:36 AM,1:33:00 PM,35424
Iran_(Islamic_Republic_of),2022,2,10:29:43,3:32:59 AM,2:02:42 PM,37783
Iran_(Islamic_Republic_of),2022,3,11:27:21,3:02:59 AM,2:30:20 PM,41241
Iran_(Islamic_Republic_of),2022,4,12:37:21,2:19:32 AM,2:56:53 PM,45441
Iran_(Islamic_Republic_of),2022,5,13:40:58,1:40:57 AM,3:21:55 PM,49258
Iran_(Islamic_Republic_of),2022,6,14:27:43,1:18:17 AM,3:46:00 PM,52063
Iran_(Islamic_Republic_of),2022,7,14:35:06,1:20:37 AM,3:55:43 PM,52506
Iran_(Islamic_Republic_of),2022,8,13:59:33,1:40:54 AM,3:40:27 PM,50373
Iran_(Islamic_Republic_of),2022,9,12:58:42,2:05:01 AM,3:03:43 PM,46722
Iran_(Islamic_Republic_of),2022,10,11:52:14,2:27:54 AM,2:20:08 PM,42734
Iran_(Islamic_Republic_of),2022,11,10:45:57,2:54:55 AM,1:40:52 PM,38757
Iran_(Islamic_Republic_of),2022,12,09:58:28,3:24:02 AM,1:22:30 PM,35908
Iraq,2022,1,10:02:17,4:04:45 AM,2:07:02 PM,36137
Iraq,2022,2,10:38:06,3:56:53 AM,2:34:59 PM,38286
Iraq,2022,3,11:30:46,3:29:21 AM,3:00:07 PM,41446
Iraq,2022,4,12:34:51,2:48:52 AM,3:23:43 PM,45291
Iraq,2022,5,13:33:01,2:13:00 AM,3:46:01 PM,48781
Iraq,2022,6,14:15:35,1:52:26 AM,4:08:01 PM,51335
Iraq,2022,7,14:22:15,1:55:08 AM,4:17:23 PM,51735
Iraq,2022,8,13:49:54,2:13:48 AM,4:03:42 PM,49794
Iraq,2022,9,12:54:19,2:35:17 AM,3:29:36 PM,46459
Iraq,2022,10,11:53:27,2:55:22 AM,2:48:49 PM,42807
Iraq,2022,11,10:52:49,3:19:34 AM,2:12:23 PM,39169
Iraq,2022,12,10:09:35,3:46:34 AM,1:56:09 PM,36575
Ireland,2022,1,07:41:34,8:37:47 AM,4:19:21 PM,27694
Ireland,2022,2,09:02:38,8:07:14 AM,5:09:52 PM,32558
Ireland,2022,3,10:53:52,7:10:22 AM,6:04:14 PM,39232
Ireland,2022,4,13:05:06,5:56:18 AM,7:01:24 PM,47106
Ireland,2022,5,15:07:17,4:48:27 AM,7:55:44 PM,54437
Ireland,2022,6,16:43:29,4:01:06 AM,8:44:35 PM,60209
Ireland,2022,7,16:59:09,3:59:19 AM,8:58:28 PM,61149
Ireland,2022,8,15:43:29,4:39:36 AM,8:23:05 PM,56609
Ireland,2022,9,13:44:09,5:32:55 AM,7:17:04 PM,49449
Ireland,2022,10,11:39:15,6:25:01 AM,6:04:16 PM,41955
Ireland,2022,11,09:33:20,7:21:54 AM,4:55:14 PM,34400
Ireland,2022,12,07:58:05,8:14:58 AM,4:13:03 PM,28685
Isle_of_Man,2022,1,07:32:30,8:35:15 AM,4:07:45 PM,27150
Isle_of_Man,2022,2,08:56:46,8:03:06 AM,4:59:52 PM,32206
Isle_of_Man,2022,3,10:51:39,7:04:25 AM,5:56:04 PM,39099
Isle_of_Man,2022,4,13:06:55,5:48:20 AM,6:55:15 PM,47215
Isle_of_Man,2022,5,15:13:07,4:38:28 AM,7:51:35 PM,54787
Isle_of_Man,2022,6,16:53:14,3:49:10 AM,8:42:24 PM,60794
Isle_of_Man,2022,7,17:09:40,3:46:59 AM,8:56:39 PM,61780
Isle_of_Man,2022,8,15:50:43,4:28:55 AM,8:19:38 PM,57043
Isle_of_Man,2022,9,13:47:13,5:24:19 AM,7:11:32 PM,49633
Isle_of_Man,2022,10,11:38:30,6:18:20 AM,5:56:50 PM,41910
Isle_of_Man,2022,11,09:28:35,7:17:13 AM,4:45:48 PM,34115
Isle_of_Man,2022,12,07:49:45,8:12:04 AM,4:01:49 PM,28185
Israel,2022,1,10:09:50,4:37:44 AM,2:47:34 PM,36590
Israel,2022,2,10:43:27,4:30:57 AM,3:14:24 PM,38607
Israel,2022,3,11:32:58,4:04:59 AM,3:37:57 PM,41578
Israel,2022,4,12:33:17,3:26:23 AM,3:59:40 PM,45197
Israel,2022,5,13:27:59,2:52:15 AM,4:20:14 PM,48479
Israel,2022,6,14:07:54,2:33:01 AM,4:40:55 PM,50874
Israel,2022,7,14:14:08,2:35:56 AM,4:50:04 PM,51248
Israel,2022,8,13:43:46,2:53:36 AM,4:37:22 PM,49426
Israel,2022,9,12:51:30,3:13:25 AM,4:04:55 PM,46290
Israel,2022,10,11:54:14,3:31:42 AM,3:25:56 PM,42854
Israel,2022,11,10:57:13,3:54:06 AM,2:51:19 PM,39433
Israel,2022,12,10:16:39,4:19:47 AM,2:36:26 PM,36999
Italy,2022,1,09:15:00,6:36:07 AM,3:51:07 PM,33300
Italy,2022,2,10:05:15,6:21:00 AM,4:26:15 PM,36315
Italy,2022,3,11:17:47,5:43:30 AM,5:01:17 PM,40667
Italy,2022,4,12:45:15,4:51:19 AM,5:36:34 PM,45915
Italy,2022,5,14:05:05,4:04:38 AM,6:09:43 PM,50705
Italy,2022,6,15:04:30,3:35:40 AM,6:40:10 PM,54270
Italy,2022,7,15:13:48,3:37:03 AM,6:50:51 PM,54828
Italy,2022,8,14:28:09,4:02:21 AM,6:30:30 PM,52089
Italy,2022,9,13:11:23,4:34:24 AM,5:45:47 PM,47483
Italy,2022,10,11:48:17,5:05:36 AM,4:53:53 PM,42497
Italy,2022,11,10:25:13,5:41:03 AM,4:06:16 PM,37513
Italy,2022,12,09:25:06,6:16:31 AM,3:41:37 PM,33906
Jamaica,2022,1,11:06:54,11:37:23 AM,10:44:17 PM,40014
Jamaica,2022,2,11:24:16,11:38:37 AM,11:02:53 PM,41056
Jamaica,2022,3,11:50:01,11:24:26 AM,11:14:27 PM,42601
Jamaica,2022,4,12:21:36,11:00:10 AM,11:21:46 PM,44496
Jamaica,2022,5,12:50:12,10:39:09 AM,11:29:21 PM,46212
Jamaica,2022,6,13:10:45,10:29:41 AM,11:40:26 PM,47445
Jamaica,2022,7,13:13:46,10:34:13 AM,11:47:59 PM,47626
Jamaica,2022,8,12:57:54,10:44:34 AM,11:42:28 PM,46674
Jamaica,2022,9,12:30:33,10:51:50 AM,11:22:23 PM,45033
Jamaica,2022,10,12:00:29,10:56:31 AM,10:57:00 PM,43229
Jamaica,2022,11,11:30:49,11:05:20 AM,10:36:09 PM,41449
Jamaica,2022,12,11:10:08,11:21:12 AM,10:31:20 PM,40208
Japan,2022,1,09:50:17,9:49:28 PM,7:39:45 AM,35417
Japan,2022,2,10:29:18,9:40:05 PM,8:09:23 AM,37758
Japan,2022,3,11:26:49,9:10:13 PM,8:37:02 AM,41209
Japan,2022,4,12:36:47,8:26:49 PM,9:03:36 AM,45407
Japan,2022,5,13:40:29,7:48:08 PM,9:28:37 AM,49229
Japan,2022,6,14:27:27,7:25:18 PM,9:52:45 AM,52047
Japan,2022,7,14:35:11,7:27:27 PM,10:02:38 AM,52511
Japan,2022,8,13:59:57,7:47:38 PM,9:47:35 AM,50397
Japan,2022,9,12:59:13,8:11:45 PM,9:10:58 AM,46753
Japan,2022,10,11:52:47,8:34:37 PM,8:27:24 AM,42767
Japan,2022,11,10:46:26,9:01:36 PM,7:48:02 AM,38786
Japan,2022,12,09:58:45,9:30:43 PM,7:29:28 AM,35925
Jordan,2022,1,10:08:57,4:35:15 AM,2:44:12 PM,36537
Jordan,2022,2,10:42:51,4:28:20 AM,3:11:11 PM,38571
Jordan,2022,3,11:32:43,4:02:11 AM,3:34:54 PM,41563
Jordan,2022,4,12:33:29,3:23:22 AM,3:56:51 PM,45209
Jordan,2022,5,13:28:35,2:49:02 AM,4:17:37 PM,48515
Jordan,2022,6,14:08:48,2:29:39 AM,4:38:27 PM,50928
Jordan,2022,7,14:15:05,2:32:33 AM,4:47:38 PM,51305
Jordan,2022,8,13:44:29,2:50:20 AM,4:34:49 PM,49469
Jordan,2022,9,12:51:50,3:10:20 AM,4:02:10 PM,46310
Jordan,2022,10,11:54:08,3:28:50 AM,3:22:58 PM,42848
Jordan,2022,11,10:56:42,3:51:27 AM,2:48:09 PM,39402
Jordan,2022,12,10:15:49,4:17:17 AM,2:33:06 PM,36949
Kazakhstan,2022,1,08:03:11,3:16:05 AM,11:19:16 AM,28991
Kazakhstan,2022,2,09:16:15,2:49:37 AM,12:05:52 PM,33375
Kazakhstan,2022,3,10:58:24,1:57:22 AM,12:55:46 PM,39504
Kazakhstan,2022,4,12:59:46,12:48:15 AM,1:48:01 PM,46786
Kazakhstan,2022,5,14:52:14,11:45:13 PM,2:37:27 PM,53534
Kazakhstan,2022,6,16:19:39,11:02:12 PM,3:21:51 PM,58779
Kazakhstan,2022,7,16:34:15,11:00:56 PM,3:35:11 PM,59655
Kazakhstan,2022,8,15:26:39,11:37:15 PM,3:03:54 PM,55599
Kazakhstan,2022,9,13:37:28,12:25:33 AM,2:03:01 PM,49048
Kazakhstan,2022,10,11:42:03,1:12:54 AM,12:54:57 PM,42123
Kazakhstan,2022,11,09:45:50,2:04:53 AM,11:50:43 AM,35150
Kazakhstan,2022,12,08:18:44,2:53:47 AM,11:12:31 AM,29924
Kenya,2022,1,12:13:57,3:29:16 AM,3:43:13 PM,44037
Kenya,2022,2,12:12:23,3:40:05 AM,3:52:28 PM,43943
Kenya,2022,3,12:10:15,3:39:56 AM,3:50:11 PM,43815
Kenya,2022,4,12:08:00,3:32:37 AM,3:40:37 PM,43680
Kenya,2022,5,12:06:19,3:26:41 AM,3:33:00 PM,43579
Kenya,2022,6,12:05:18,3:27:55 AM,3:33:13 PM,43518
Kenya,2022,7,12:05:10,3:34:01 AM,3:39:11 PM,43510
Kenya,2022,8,12:05:53,3:36:09 AM,3:42:02 PM,43553
Kenya,2022,9,12:07:24,3:29:04 AM,3:36:28 PM,43644
Kenya,2022,10,12:09:24,3:17:43 AM,3:27:07 PM,43764
Kenya,2022,11,12:11:45,3:10:26 AM,3:22:11 PM,43905
Kenya,2022,12,12:13:38,3:14:53 AM,3:28:31 PM,44018
Kiribati,2022,1,12:05:05,6:28:52 PM,6:33:57 AM,43505
Kiribati,2022,2,12:05:58,6:38:35 PM,6:44:33 AM,43558
Kiribati,2022,3,12:07:29,6:36:44 PM,6:44:13 AM,43649
Kiribati,2022,4,12:09:39,6:27:15 PM,6:36:54 AM,43779
Kiribati,2022,5,12:11:57,6:19:15 PM,6:31:12 AM,43917
Kiribati,2022,6,12:13:46,6:18:58 PM,6:32:44 AM,44026
Kiribati,2022,7,12:14:04,6:24:50 PM,6:38:54 AM,44044
Kiribati,2022,8,12:12:42,6:28:06 PM,6:40:48 AM,43962
Kiribati,2022,9,12:10:26,6:23:01 PM,6:33:27 AM,43826
Kiribati,2022,10,12:08:14,6:13:46 PM,6:22:00 AM,43694
Kiribati,2022,11,12:06:23,6:08:28 PM,6:14:51 AM,43583
Kiribati,2022,12,12:05:16,6:14:16 PM,6:19:32 AM,43516
Kuwait,2022,1,10:20:48,3:41:11 AM,2:01:59 PM,37248
Kuwait,2022,2,10:51:11,3:36:02 AM,2:27:13 PM,39071
Kuwait,2022,3,11:36:05,3:12:23 AM,2:48:28 PM,41765
Kuwait,2022,4,12:30:53,2:36:33 AM,3:07:26 PM,45053
Kuwait,2022,5,13:20:32,2:04:56 AM,3:25:28 PM,48032
Kuwait,2022,6,13:56:43,1:47:33 AM,3:44:16 PM,50203
Kuwait,2022,7,14:02:23,1:50:45 AM,3:53:08 PM,50543
Kuwait,2022,8,13:34:57,2:06:58 AM,3:41:55 PM,48897
Kuwait,2022,9,12:47:33,2:24:21 AM,3:11:54 PM,46053
Kuwait,2022,10,11:55:30,2:40:02 AM,2:35:32 PM,42930
Kuwait,2022,11,11:03:44,2:59:48 AM,2:03:32 PM,39824
Kuwait,2022,12,10:27:01,3:23:32 AM,1:50:33 PM,37621
Kyrgyzstan,2022,1,09:08:34,2:30:49 AM,11:39:23 AM,32914
Kyrgyzstan,2022,2,10:00:31,2:14:54 AM,12:15:25 PM,36031
Kyrgyzstan,2022,3,11:15:35,1:36:12 AM,12:51:47 PM,40535
Kyrgyzstan,2022,4,12:46:06,12:42:31 AM,1:28:37 PM,45966
Kyrgyzstan,2022,5,14:08:53,11:54:19 PM,2:03:12 PM,50933
Kyrgyzstan,2022,6,15:10:49,11:24:03 PM,2:34:52 PM,54649
Kyrgyzstan,2022,7,15:20:51,11:25:04 PM,2:45:55 PM,55251
Kyrgyzstan,2022,8,14:33:38,11:51:11 PM,2:24:49 PM,52418
Kyrgyzstan,2022,9,13:14:08,12:24:38 AM,1:38:46 PM,47648
Kyrgyzstan,2022,10,11:48:09,12:57:17 AM,12:45:26 PM,42489
Kyrgyzstan,2022,11,10:22:04,1:34:11 AM,11:56:15 AM,37324
Kyrgyzstan,2022,12,09:19:28,2:10:50 AM,11:30:18 AM,33568
Lao_People's_Democratic_Republic,2022,1,11:06:53,11:39:35 PM,10:46:28 AM,40013
Lao_People's_Democratic_Republic,2022,2,11:23:56,11:41:09 PM,11:05:05 AM,41036
Lao_People's_Democratic_Republic,2022,3,11:49:32,11:27:12 PM,11:16:44 AM,42572
Lao_People's_Democratic_Republic,2022,4,12:21:05,11:03:00 PM,11:24:05 AM,44465
Lao_People's_Democratic_Republic,2022,5,12:49:42,10:41:53 PM,11:31:35 AM,46182
Lao_People's_Democratic_Republic,2022,6,13:10:26,10:32:11 PM,11:42:37 AM,47426
Lao_People's_Democratic_Republic,2022,7,13:13:45,10:36:33 PM,11:50:18 AM,47625
Lao_People's_Democratic_Republic,2022,8,12:58:10,10:46:53 PM,11:45:03 AM,46690
Lao_People's_Democratic_Republic,2022,9,12:30:59,10:54:12 PM,11:25:11 AM,45059
Lao_People's_Democratic_Republic,2022,10,12:01:00,10:58:51 PM,10:59:51 AM,43260
Lao_People's_Democratic_Republic,2022,11,11:31:20,11:07:31 PM,10:38:51 AM,41480
Lao_People's_Democratic_Republic,2022,12,11:10:28,11:23:16 PM,10:33:44 AM,40228
Latvia,2022,1,06:57:21,6:58:26 AM,1:55:47 PM,25041
Latvia,2022,2,08:34:12,6:20:01 AM,2:54:13 PM,30852
Latvia,2022,3,10:43:06,5:14:21 AM,3:57:27 PM,38586
Latvia,2022,4,13:13:25,3:50:45 AM,5:04:10 PM,47605
Latvia,2022,5,15:35:03,2:33:09 AM,6:08:12 PM,56103
Latvia,2022,6,17:31:09,1:35:50 AM,7:06:59 PM,63069
Latvia,2022,7,17:51:06,1:31:54 AM,7:23:00 PM,64266
Latvia,2022,8,16:18:43,2:20:34 AM,6:39:17 PM,58723
Latvia,2022,9,13:59:06,3:24:03 AM,5:23:09 PM,50346
Latvia,2022,10,11:35:56,4:25:17 AM,4:01:13 PM,41756
Latvia,2022,11,09:10:51,5:31:44 AM,2:42:35 PM,33051
Latvia,2022,12,07:17:49,6:33:39 AM,1:51:28 PM,26269
Lebanon,2022,1,09:59:32,4:41:49 AM,2:41:21 PM,35972
Lebanon,2022,2,10:36:12,4:33:30 AM,3:09:42 PM,38172
Lebanon,2022,3,11:30:02,4:05:23 AM,3:35:25 PM,41402
Lebanon,2022,4,12:35:29,3:24:13 AM,3:59:42 PM,45329
Lebanon,2022,5,13:34:55,2:47:43 AM,4:22:38 PM,48895
Lebanon,2022,6,14:18:25,2:26:41 AM,4:45:06 PM,51505
Lebanon,2022,7,14:25:14,2:29:19 AM,4:54:33 PM,51914
Lebanon,2022,8,13:52:06,2:48:22 AM,4:40:28 PM,49926
Lebanon,2022,9,12:55:16,3:10:28 AM,4:05:44 PM,46516
Lebanon,2022,10,11:53:06,3:31:12 AM,3:24:18 PM,42786
Lebanon,2022,11,10:51:10,3:56:04 AM,2:47:14 PM,39070
Lebanon,2022,12,10:06:58,4:23:33 AM,2:30:31 PM,36418
Lesotho,2022,1,14:01:36,3:12:47 AM,5:14:23 PM,50496
Lesotho,2022,2,13:30:05,3:38:34 AM,5:08:39 PM,48605
Lesotho,2022,3,12:44:13,4:00:17 AM,4:44:30 PM,45853
Lesotho,2022,4,11:49:20,4:19:17 AM,4:08:37 PM,42560
Lesotho,2022,5,11:00:39,4:36:51 AM,3:37:30 PM,39639
Lesotho,2022,6,10:25:46,4:55:01 AM,3:20:47 PM,37546
Lesotho,2022,7,10:20:24,5:03:44 AM,3:24:08 PM,37224
Lesotho,2022,8,10:46:49,4:53:01 AM,3:39:50 PM,38809
Lesotho,2022,9,11:33:03,4:23:34 AM,3:56:37 PM,41583
Lesotho,2022,10,12:24:47,3:47:21 AM,4:12:08 PM,44687
Lesotho,2022,11,13:17:19,3:14:59 AM,4:32:18 PM,47839
Lesotho,2022,12,13:55:13,3:01:26 AM,4:56:39 PM,50113
Liberia,2022,1,11:48:11,6:52:40 AM,6:40:51 PM,42491
Liberia,2022,2,11:53:49,6:59:50 AM,6:53:39 PM,42829
Liberia,2022,3,12:02:19,6:54:20 AM,6:56:39 PM,43339
Liberia,2022,4,12:13:00,6:40:32 AM,6:53:32 PM,43980
Liberia,2022,5,12:22:53,6:28:50 AM,6:51:43 PM,44573
Liberia,2022,6,12:30:05,6:26:00 AM,6:56:05 PM,45005
